AREA CODE,CITY,STATE/PROVINCE,STATE/PROVINCE ABBREVIATION,COUNTY,COUNTY FIPS
201,Jersey City,New Jersey,NJ,HUDSON,34017
201,Hackensack,New Jersey,NJ,BERGEN,34003
202,Washington,District of Columbia,DC,DISTRICT OF COLUMBIA,11001
203,Bridgeport,Connecticut,CT,FAIRFIELD,09001
203,Stamford,Connecticut,CT,FAIRFIELD,09001
203,Waterbury,Connecticut,CT,NEW HAVEN,09009
203,New Haven,Connecticut,CT,NEW HAVEN,09009
203,Danbury,Connecticut,CT,FAIRFIELD,09001
203,Norwalk,Connecticut,CT,FAIRFIELD,09001
204,Winnipeg,Manitoba,MB,#N/A,#N/A
205,Birmingham,Alabama,AL,JEFFERSON,01073
205,Tuscaloosa,Alabama,AL,TUSCALOOSA,01125
206,Seattle,Washington,WA,KING,48269
206,Bainbridge Island,Washington,WA,KITSAP,53035
207,Portland,Maine,ME,CUMBERLAND,17035
207,Lewiston,Maine,ME,ANDROSCOGGIN,23001
207,Rumford,Maine,ME,OXFORD,23017
207,Augusta,Maine,ME,KENNEBEC,23011
207,Millinocket,Maine,ME,PENOBSCOT,23019
207,Calais,Maine,ME,WASHINGTON,01129
207,Presque Isle,Maine,ME,AROOSTOOK,23003
207,Bangor,Maine,ME,PENOBSCOT,23019
208,Boise,Idaho,ID,ADA,16001
208,Coeur D'alene,Idaho,ID,#N/A,#N/A
208,Lewiston,Idaho,ID,NEZ PERCE,16069
208,Twin Falls,Idaho,ID,TWIN FALLS,16083
208,Idaho Falls,Idaho,ID,BONNEVILLE,16019
208,Pocatello,Idaho,ID,BANNOCK,16005
209,Merced,California,CA,MERCED,06047
209,Modesto,California,CA,STANISLAUS,06099
209,Stockton,California,CA,SAN JOAQUIN,06077
209,Yosemite,California,CA,#N/A,#N/A
210,San Antonio,Texas,TX,BEXAR,48029
210,Alamo,Texas,TX,HIDALGO,35023
212,New York City,New York,NY,#N/A,#N/A
212,Manhattan,New York,NY,#N/A,#N/A
213,Los Angeles,California,CA,LOS ANGELES,06037
214,Dallas,Texas,TX,DALLAS,01047
214,Plano,Texas,TX,COLLIN,48085
215,Philadelphia,Pennsylvania,PA,PHILADELPHIA,42101
216,Cleveland,Ohio,OH,CUYAHOGA,39035
216,Euclid,Ohio,OH,CUYAHOGA,39035
216,Lakewood,Ohio,OH,CUYAHOGA,39035
217,Champaign,Illinois,IL,CHAMPAIGN,17019
217,Springfield,Illinois,IL,SANGAMON,17167
217,Decatur,Illinois,IL,MACON,01087
218,Duluth,Minnesota,MN,SAINT LOUIS,#N/A
218,International Falls,Minnesota,MN,KOOCHICHING,27071
218,Thief River Falls,Minnesota,MN,PENNINGTON,27113
218,Virginia,Minnesota,MN,SAINT LOUIS,#N/A
218,Grand Rapids,Minnesota,MN,ITASCA,27061
218,Brainerd,Minnesota,MN,CROW WING,27035
219,Gary,Indiana,IN,LAKE,06033
219,South Bend,Indiana,IN,ST JOSEPH,#N/A
219,Fort Wayne,Indiana,IN,ALLEN,18003
219,Hammond,Indiana,IN,LAKE,06033
219,Warsaw,Indiana,IN,KOSCIUSKO,18085
225,New Roads,Louisiana,LA,POINTE COUPEE,#N/A
225,Baton Rouge,Louisiana,LA,EAST BATON ROUGE,#N/A
228,Gulfport,Mississippi,MS,HARRISON,18061
228,Biloxi,Mississippi,MS,HARRISON,18061
228,Pascagoula,Mississippi,MS,JACKSON,01071
229,Americus,Georgia,GA,SUMTER,01119
229,Albany,Georgia,GA,DOUGHERTY,13095
229,Bainbridge,Georgia,GA,DECATUR,13087
229,Valdosta,Georgia,GA,LOWNDES,01085
231,Petoskey,Michigan,MI,EMMET,19063
231,Traverse City,Michigan,MI,GRAND TRAVERSE,26055
231,Ludington,Michigan,MI,MASON,17125
231,Muskegon,Michigan,MI,MUSKEGON,26121
234,Akron,Ohio,OH,SUMMIT,08117
234,Canton,Ohio,OH,STARK,17175
234,Youngstown,Ohio,OH,MAHONING,39099
234,Kent,Ohio,OH,PORTAGE,39133
240,Hagerstown,Maryland,MD,WASHINGTON,01129
240,Frederick,Maryland,MD,FREDERICK,24021
240,Cumberland,Maryland,MD,ALLEGANY,24001
240,Bethesda,Maryland,MD,MONTGOMERY,01101
240,Rockville,Maryland,MD,MONTGOMERY,01101
240,Silver Spring,Maryland,MD,MONTGOMERY,01101
242,,Bahamas,,#N/A,#N/A
246,,Barbados,,#N/A,#N/A
248,Troy,Michigan,MI,OAKLAND,26125
248,Pontiac,Michigan,MI,OAKLAND,26125
248,Southfield,Michigan,MI,OAKLAND,26125
248,Birmingham,Michigan,MI,OAKLAND,26125
251,Jackson,Alabama,AL,CLARKE,01025
251,Mobile,Alabama,AL,MOBILE,01097
252,Greenville,North Carolina,NC,PITT,37147
252,Cape Hatteras,North Carolina,NC,DARE,37055
252,Rocky Mount,North Carolina,NC,EDGECOMBE,37065
252,Kitty Hawk,North Carolina,NC,DARE,37055
253,Tacoma,Washington,WA,PIERCE,13229
253,Auburn,Washington,WA,KING,48269
254,Waco,Texas,TX,MCLENNAN,48309
254,Killeen,Texas,TX,BELL,21013
256,Florence,Alabama,AL,LAUDERDALE,01077
256,Huntsville,Alabama,AL,MADISON,01089
256,Gadsden,Alabama,AL,ETOWAH,01055
256,Anniston,Alabama,AL,CALHOUN,01015
262,West Bend,Wisconsin,WI,WASHINGTON,01129
262,Racine,Wisconsin,WI,RACINE,55101
262,Kenosha,Wisconsin,WI,KENOSHA,55059
262,Waukesha,Wisconsin,WI,WAUKESHA,55133
267,Philadelphia,Pennsylvania,PA,PHILADELPHIA,42101
270,Owensboro,Kentucky,KY,DAVIESS,18027
270,Paducah,Kentucky,KY,MCCRACKEN,21145
270,Hopkinsville,Kentucky,KY,CHRISTIAN,17021
270,Bowling Green,Kentucky,KY,WARREN,13301
276,Abingdon,Virginia,VA,WASHINGTON,01129
276,Bristol,Virginia,VA,BRISTOL,25005
276,Wytheville,Virginia,VA,WYTHE,51197
281,Houston,Texas,TX,HARRIS,13145
281,Sugar Land,TX,,#N/A,#N/A
284,Tortola,British Virgin Islands,,#N/A,#N/A
289,Hamilton,Ontario,ON,#N/A,#N/A
289,Niagara Falls,Ontario,ON,#N/A,#N/A
289,Unionville,Ontario,ON,#N/A,#N/A
289,Woodbridge,Ontario,ON,#N/A,#N/A
289,Hamilton,Ontario,ON,#N/A,#N/A
289,Mississauga,Ontario,ON,#N/A,#N/A
301,Hagerstown,Maryland,MD,WASHINGTON,01129
301,Frederick,Maryland,MD,FREDERICK,24021
301,Cumberland,Maryland,MD,ALLEGANY,24001
301,Bethesda,Maryland,MD,MONTGOMERY,01101
301,Rockville,Maryland,MD,MONTGOMERY,01101
301,Silver Spring,Maryland,MD,MONTGOMERY,01101
302,Dover,Deleware,DE,KENT,10001
302,Wilmington,Deleware,DE,NEW CASTLE,10003
302,Middletown,Deleware,DE,NEW CASTLE,10003
302,Milford,Deleware,DE,SUSSEX,10005
302,Nassau,Deleware,DE,SUSSEX,10005
302,Georgetown,Deleware,DE,SUSSEX,10005
302,Seaford,Deleware,DE,SUSSEX,10005
303,Boulder,Colorado,CO,BOULDER,08013
303,Denver,Colorado,CO,DENVER,08031
303,Arvada,Colorado,CO,JEFFERSON,01073
303,Aurora,Colorado,CO,ARAPAHOE,08005
303,Englewood,Colorado,CO,ARAPAHOE,08005
303,Littleton,Colorado,CO,ARAPAHOE,08005
303,Longmont,Colorado,CO,BOULDER,08013
304,Wheeling,West Virginia,WV,OHIO,18115
304,Morgantown,West Virginia,WV,MONONGALIA,54061
304,Martinsburg,West Virginia,WV,BERKELEY,45015
304,Parkersburg,West Virginia,WV,WOOD,39173
304,Richwood,West Virginia,WV,NICHOLAS,21181
304,Huntington,West Virginia,WV,CABELL,54011
304,Charleston,West Virginia,WV,KANAWHA,54039
304,Beckley,West Virginia,WV,RALEIGH,54081
304,Bluefield,West Virginia,WV,MERCER,17131
305,Hialeah,Florida,FL,MIAMI-DADE,12086
305,Homestead,Florida,FL,MIAMI-DADE,12086
305,Marathon,Florida,FL,MONROE,01099
305,Key West,Florida,FL,MONROE,01099
305,Miami,Florida,FL,MIAMI-DADE,12086
305,Miami Beach,Florida,FL,MIAMI-DADE,12086
305,Coral Gables,Florida,FL,#N/A,#N/A
306,Saskatoon,Saskatchewan,SK,#N/A,#N/A
306,Regina,Saskatchewan,SK,#N/A,#N/A
307,Cody,Wyoming,WY,PARK,08093
307,Sheridan,Wyoming,WY,SHERIDAN,20179
307,Gillette,Wyoming,WY,CAMPBELL,21037
307,Jackson,Wyoming,WY,TETON,16081
307,Riverton,Wyoming,WY,FREMONT,08043
307,Casper,Wyoming,WY,NATRONA,56025
307,Green River,Wyoming,WY,SWEETWATER,56037
307,Evanston,Wyoming,WY,UINTA,56041
307,Laramie,Wyoming,WY,ALBANY,36001
307,Cheyenne,Wyoming,WY,LARAMIE,56021
308,Grand Island,Nebraska,NE,HALL,13139
308,North Platte,Nebraska,NE,LINCOLN,05079
308,Scottsbluff,Nebraska,NE,SCOTTS BLUFF,31157
308,Mc Cook,Nebraska,NE,RED WILLOW,31145
309,Bloomington,Illinois,IL,MCLEAN,17113
309,Peoria,Illinois,IL,PEORIA,17143
309,Moline,Illinois,IL,ROCK ISLAND,17161
310,Beverly Hills,California,CA,LOS ANGELES,06037
310,Gardena,California,CA,LOS ANGELES,06037
310,Malibu,California,CA,LOS ANGELES,06037
310,Torrance,California,CA,LOS ANGELES,06037
310,Los Angeles,California,CA,LOS ANGELES,06037
310,Santa Monica,California,CA,LOS ANGELES,06037
312,Chicago,Illinois,IL,COOK,13075
313,Detroit,Michigan,MI,WAYNE,13305
314,Saint Louis,Missouri,MO,SAINT LOUIS CITY,#N/A
314,Union,Missouri,MO,FRANKLIN,01059
314,Saint Peters,Missouri,MO,SAINT CHARLES,#N/A
315,Syracuse,New York,NY,ONONDAGA,36067
315,Utica,New York,NY,ONEIDA,16071
315,Watertown,New York,NY,JEFFERSON,01073
316,Wichita,Kansas,KS,SEDGWICK,08115
317,Indianapolis,Indiana,IN,MARION,01093
318,Alexandria,Louisiana,LA,RAPIDES,#N/A
318,Monroe,Louisiana,LA,OUACHITA,05103
318,Shreveport,Louisiana,LA,CADDO,40015
319,Decorah,Iowa,IA,WINNESHIEK,19191
319,Waterloo,Iowa,IA,BLACK HAWK,19013
319,Dubuque,Iowa,IA,DUBUQUE,19061
319,Cedar Rapids,Iowa,IA,LINN,19113
319,Clinton,Iowa,IA,CLINTON,17027
319,Iowa City,Iowa,IA,JOHNSON,05071
319,Davenport,Iowa,IA,SCOTT,05127
319,Burlington,Iowa,IA,DES MOINES,19057
320,Alexandria,Minnesota,MN,DOUGLAS,08035
320,Hutchinson,Minnesota,MN,MCLEOD,27085
320,Saint Cloud,Minnesota,MN,STEARNS,27145
320,Morris,Minnesota,MN,STEVENS,20189
320,Little Falls,Minnesota,MN,MORRISON,27097
320,Willmar,Minnesota,MN,KANDIYOHI,27067
321,Kissimmee,Florida,FL,OSCEOLA,12097
321,Melbourne,Florida,FL,BREVARD,12009
321,Orlando,Florida,FL,ORANGE,06059
321,Cape Canaveral,Florida,FL,BREVARD,12009
321,Cape Kennedy,Florida,FL,#N/A,#N/A
323,Beverly Hills,California,CA,LOS ANGELES,06037
323,Los Angeles,California,CA,LOS ANGELES,06037
330,Akron,Ohio,OH,SUMMIT,08117
330,Canton,Ohio,OH,STARK,17175
330,Youngstown,Ohio,OH,MAHONING,39099
330,Kent,Ohio,OH,PORTAGE,39133
334,Auburn,Alabama,AL,LEE,01081
334,Dothan,Alabama,AL,HOUSTON,01069
334,Mobile,Alabama,AL,MOBILE,01097
334,Montgomery,Alabama,AL,MONTGOMERY,01101
334,Selma,Alabama,AL,DALLAS,01047
334,Jackson,Alabama,AL,CLARKE,01025
336,Burlington,North Carolina,NC,ALAMANCE,37001
336,Winston-Salem,North Carolina,NC,#N/A,#N/A
336,Asheboro,North Carolina,NC,RANDOLPH,01111
336,Greensboro,North Carolina,NC,GUILFORD,37081
336,High Point,North Carolina,NC,GUILFORD,37081
337,Lake Charles,Louisiana,LA,CALCASIEU,#N/A
